SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
50177.*A,AIRPORT,EEK,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,EEK,EEK,PU,PU,STATE OF AK DOTPF CENTRAL RGN,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,DAVID CUMMINGS,BOX 505,BETHEL- AK 99559,    907-543-2495,60-12-49.3000N,216769.3000N,162-02-38.0000W,583358.0000W,E,27,S,15E,2005,,BETHEL,1,W,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,06/01/1974,O,,N,NO OBJECTION,N,N,N,Y,C,C,6112009,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.8,Y,CG,N,,,,,,,,,,,,,,,08/26/2003,3RD PARTY SURVEY,2010-06-06 00:00:00.0,3RD PARTY SURVEY,2010-06-06 00:00:00.0,,,,Y-L
50178.1*A,AIRPORT,EII,09/20/2012,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,EGEGIK,EGEGIK,PU,PU,CITY OF EGEGIK,PO BOX 189,EGEGIK- AK 99579,    907-223-2400,CITY OF EGEGIK - DON STRAND,PO BOX 189,EGEGIK- AK 99579,    907-223-2400,58-11-07.7650N,209467.7650N,157-22-31.5400W,566551.5400W,E,92,S,18E,2000,,KODIAK,2,NW,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,EII,Y,09/01/1994,O,,NGY,NO OBJECTION,,,,,F,C,7292009,8181994,,,,,,SEE RMK,SEE RMK,N,,122.8,Y,CG,,,3,0,0,0,,,,,,,,,,12/31/2005,NACO,2003-09-10 00:00:00.0,NACO,2003-09-10 00:00:00.0,,TIE,,Y-L
50181.7*A,AIRPORT,KKU,09/20/2012,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,EKUK,EKUK,PR,PR,EKUK VILLAGE COUNCIL,PO BOX 530,DILLINGHAM- AK 99576,    907-842-5218,,,,,58-48-40.2930N,211720.2930N,158-33-31.8330W,570811.8330W,E,30,E,20E,1985,,KODIAK,0,S,,ZAN,ZAN,ANCHORAGE,,,,N,DLG,DILLINGHAM,907-842-5275,LC842-5275,ENA,KENAI,1-866-864-1737,,N,07/01/1962,O,,,NOT ANALYZED,N,N,N,N,2,N,7121989,7212011,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,2,,,,,,,,,400,100,800,,07/12/1989,,,,,,,CARGO,Y
50182.*A,AIRPORT,KEK,09/20/2012,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,EKWOK,EKWOK,PU,PU,STATE OF AK DOTPF-CENTRAL RGN,BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,NORMAN HEYANO,BOX 250,DILLINGHAM- AK 99576,    907-842-5511,59-21-17.3000N,213677.3000N,157-28-19.5000W,566899.5000W,E,135,E,17E,2005,,KODIAK,0,S,  118,ZAN,ZAN,ANCHORAGE,,,,N,DLG,DILLINGHAM,907-842-5275,LC842-5275,ENA,KENAI,1-866-864-1737,DLG,Y,10/01/1960,O,,NGY,NO OBJECTION,N,N,N,Y,S,C,7102009,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,,,,,,,,,,1500,,700,,12/31/2008,FAA-EST,2005-11-28 00:00:00.0,STATE,2005-11-28 00:00:00.0,,TIE,CARGO,Y-L
50195.7*H,HELIPORT,ERO,09/20/2012,AAL,NONE,AK,ALASKA,SKAGWAY-YAKUTAT,AK,ELDRED ROCK,ELDRED ROCK CG,PU,PR,U S GOVT,USCG 17TH DIST BOX 3-5000,JUNEAU- AK 99801,,O I C,,ELDRED ROCK LGT STN- AK,    907-586-7351,58-58-15.8110N,212295.8110N,135-14-14.5760W,486854.5760W,E,33,E,28E,1985,,JUNEAU,0,N,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,,N,05/01/1967,O,,,,N,N,N,N,2,N,,1141992,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,,,,,,,,,,,,,10,,,,,,,,,N
50196.3*C,SEAPLANE BASE,ELV,09/20/2012,AAL,NONE,AK,ALASKA,SKAGWAY-YAKUTAT,AK,ELFIN COVE,ELFIN COVE,PU,PU,STATE OF AK DOTPF-SE RGN,6860 GLACIER HWY,JUNEAU- AK 99801-7999,    907-465-1786,PAUL KHERA,P.O. BOX 112506,JUNEAU- AK 99811-2506,    907-465-1786,58-11-42.6630N,209502.6630N,136-20-50.6140W,490850.6140W,E,0,E,27E,1985,,JUNEAU,0,SE,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,ELV,Y,,O,,N1,NO OBJECTION,N,N,N,Y,S,C,8152010,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,0,0,0,0,,,,,,300,,200,,12/31/2006,,,,,,,,
50197.*A,AIRPORT,ELI,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,ELIM,ELIM,PU,PU,ST OF AK - DOT/PF NORTH REG,2301 PEGER RD,FAIRBANKS- AK 99701,    907-451-2200,HARRY JOHNSON,PO BOX 192,UNALAKLEET- AK 99684,    907-624-3261,64-36-53.9000N,232613.9000N,162-16-13.9000W,584173.9000W,E,162,E,14E,2010,,NOME,3,SW,  181,ZAN,ZAN,ANCHORAGE,,,,N,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,OME,Y,10/01/1952,O,,NGY,NOT ANALYZED,N,N,N,Y,C,C,9012011,1201989,,NONE,NONE,NONE,NONE,,SEE RMK,N,,122.8,Y,CG,N,,,,,,,,,,,,,,,09/29/2009,NGS,2007-07-04 00:00:00.0,NGS,2007-07-04 00:00:00.0,,,CARGO,Y-L
50197.01*A,AIRPORT,MOS,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,ELIM,MOSES POINT,PR,PR,ELIM NATIVE CORP,PO BOX 39010,ELIM- AK 99739-0010,    907-890-3741,PRES ELIM NATIVE CORP,PO BOX 39010,ELIM- AK 99739-0010,    907-890-3741,64-41-53.4550N,232913.4550N,162-03-26.2770W,583406.2770W,E,14,S,16E,1985,,NOME,0,S,,ZAN,ZAN,ANCHORAGE,,,,N,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,,N,08/01/1947,O,,,NO OBJECTION,N,N,N,Y,2,C,6161988,1062011,,NONE,NONE,NONE,NONE,,,N,122.8,122.8,N,,N,,,,,,,,,,,2500,,1000,10,06/16/1988,,,,,,,CARGO,Y
50197.3*C,SEAPLANE BASE,1Z9,09/20/2012,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,ELLAMAR,ELLAMAR,PU,PU,PUBLIC DOMAIN,,,,,,,,60-53-38.0680N,219218.0680N,146-42-13.2910W,528133.2910W,E,0,E,26E,1985,,ANCHORAGE,0,NE,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,JNU,Y,06/01/1962,O,,,NOT ANALYZED,N,N,N,N,S,C,9182010,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,,,12/31/2005,,,,,,,CARGO,N
50198.61*A,AIRPORT,ENM,09/20/2012,AAL,NONE,AK,ALASKA,WADE HAMPTON,AK,EMMONAK,EMMONAK,PU,PU,ST OF AK DOTPF NORTHERN RGN,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-2200,HARRY JOHNSON,BOX 192,UNALAKLEET- AK 99684,    907-624-3261,62-47-10.1000N,226030.1000N,164-29-26.7000W,592166.7000W,E,13,S,14E,2005,,BETHEL,1,W,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENM,Y,06/01/1988,O,,NGY,NO OBJECTION,,,,,C,C,6272009,,,,,,,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,8,1,,,,,,,,,,,,06/27/2009,NGS,2005-05-29 00:00:00.0,NGS,2005-05-29 00:00:00.0,,,,Y-L
50199.6*C,SEAPLANE BASE,2Z1,09/20/2012,AAL,NONE,AK,ALASKA,WRANGELL-PETERSBURG,AK,ENTRANCE ISLAND,ENTRANCE ISLAND,PU,PU,STATE OF AK DOTPF-SE RGN,6860 GLACIER HWY,JUNEAU- AK 99801-7999,    907-465-1786,PAUL KHERA,P.O. BOX 112506,JUNEAU- AK 99811-2506,    907-465-1786,57-24-43.7420N,206683.7420N,133-26-22.1960W,480382.1960W,E,0,E,27E,1985,,JUNEAU,0,S,,ZAN,ZAN,ANCHORAGE,,,,N,SIT,SITKA,907-966-2221,1-800-478-6300,JNU,JUNEAU,1-800-WX-BRIEF,SIT,Y,,O,,,NO OBJECTION,N,N,N,N,S,C,8172010,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,0,,15,,12/31/2007,,,,,,,,N
50202.*A,AIRPORT,2Z2,09/20/2012,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,EUREKA CREEK,EUREKA CREEK,PU,PU,UNKNOWN,,,,,,,,65-10-33.2810N,234633.2810N,150-13-13.9390W,540793.9390W,E,700,E,26E,1985,,FAIRBANKS,0,S,,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,08/01/1963,O,,,NOT ANALYZED,N,N,N,N,S,C,7182006,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,100,,100,,12/31/2005,,,,,,,,
50203.*A,AIRPORT,2Z3,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,EVA CREEK,EVA CREEK,PU,PU,FRANK MAXWELL- MANAGER,ALASKA DEPT. OF NATURAL RESOURCES- 3700 AIRPORT WAY,FAIRBANKS- AK 99709-4699,    907-451-2728,,,,,64-02-31.6000N,230551.6000N,148-51-47.3000W,535907.3000W,E,2817,E,27E,1985,1000,FAIRBANKS,7,E,,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,08/01/1958,O,,,NOT ANALYZED,N,N,N,N,S,C,8052006,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,100,,50,,12/31/2005,FAA-EST,2010-10-08 00:00:00.0,,,,,,N
50208.*C,SEAPLANE BASE,EXI,09/20/2012,AAL,NONE,AK,ALASKA,SKAGWAY-YAKUTAT,AK,EXCURSION INLET,EXCURSION INLET,PU,PU,STATE OF AK DOTPF-SE-REG,6860 GLACIER HWY,JUNEAU- AK 99801-7999,    907-465-1786,PAUL KHERA,PO BOX 112506,JUNEAU- AK 99811-2506,    907-465-1786,58-25-13.7950N,210313.7950N,135-26-56.5180W,487616.5180W,E,0,E,28E,1985,,JUNEAU,0,NE,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,JNU,Y,04/01/1959,O,,NY1,NO OBJECTION,N,N,N,Y,S,C,8132010,,,NONE,NONE,NONE,NONE,,,N,,122.5,N,,N,,0,0,0,0,,,,,,200,,500,,12/31/2006,,,,,,,,
50215.01*A,AIRPORT,AK28,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,CHENA MARINA,PR,PR,CHENA MARINA FLOATPOND & RWY ASSOC,P O BOX 83658,FAIRBANKS- AK 99708,    907-479-2141,DONALD D KIRK,P.O. BOX 80702,FAIRBANKS- AK 99708,    907-479-2141,64-48-50.5000N,233330.5000N,147-55-06.8000W,532506.8000W,E,427,E,27E,1990,,FAIRBANKS,5,SW,,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,N,12/01/1991,O,,,CONDITIONAL,,,,,2,N,,3252011,,,,,,,,N,,118.3,N,,,,150,1,,6,,,,,,,,,,,,,NACO,1994-04-20 00:00:00.0,,,,Y
50215.*C,SEAPLANE BASE,2Z5,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,CHENA RIVER,PU,PU,PUBLIC DOMAIN,,,,,,,,64-49-58.4380N,233398.4380N,147-50-53.7300W,532253.7300W,E,440,E,28E,1985,560,FAIRBANKS,3,W,,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,,O,,,NOT ANALYZED,N,N,N,N,S,S,9022011,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,6,,,,,,,,,,500,,,12/31/2010,,,,,,,BCHGR-CARGO,Y
50215.2*A,AIRPORT,31AK,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,DALRYMPLE'S,PR,PR,JEFF CROLL,PORTER AVENUE,NORTH POLE- AK 99705,    907-488-7558,JEFF CROLL,PORTER AVENUE,NORTH POLE- AK 99705,    907-488-7558,64-49-58.4680N,233398.4680N,147-25-28.7160W,530728.7160W,E,450,E,28E,1985,,FAIRBANKS,8,NE,,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,N,06/01/1983,O,,,,,,,,2,N,,11232010,,,,,,,,N,,,N,,,,2,,,,,,,,,,,,,,,,,,,,,
50217.*A,AIRPORT,EIL,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,EIELSON AFB,MA,PR,U S GOVT USAF,5010 CSGP,EIELSON AFB- AK 99702,,CHIEF AIRFIELD MANAGEMENT,343 CSG/OTM,EIELSON AFB- AK 99702,    907-377-3201,64-39-56.3200N,232796.3200N,147-06-05.1800W,529565.1800W,E,547,E,23E,2005,,FAIRBANKS,17,SE,,ZAN,ZAN,ANCHORAGE,,,,N,EIL,EIELSON,,LC474-0137,,,,PAEI,Y,04/01/1949,O,,,NO OBJECTION,N,N,N,Y,,F,7071976,,,NONE,NONE,NONE,NONE,,SS-SR,Y,,,N,CG,,,,,,,,,,,,,,,18000,07/07/1976,MILITARY,2007-07-16 00:00:00.0,MILITARY,2007-07-16 00:00:00.0,,HGR,,Y
50219.*A,AIRPORT,FAI,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,FAIRBANKS INTL,PU,PU,STATE OF ALASKA DOTPF,6450 AIRPORT WAY - SUITE 1,FAIRBANKS- AK 99709,    907-474-2500,JESSE VANDERZANDEN,6450 AIRPORT WAY - SUITE 1,FAIRBANKS- AK 99709,    907-474-2500,64-48-54.3963N,233334.3963N,147-51-23.2114W,532283.2114W,E,439,S,21E,2010,,FAIRBANKS,3,SW, 3470,ZAN,ZAN,ANCHORAGE,,,,Y,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,06/01/1951,O,I C S 03/2005,NGSY,NO OBJECTION,N,Y,N,Y,F,F,8272010,,100LLA1,MAJOR,MAJOR,NONE,HIGH/LOW,,SS-SR,Y,,,N,CG,Y,,317,64,,1,,,,16781,,23339,46801,43566,2780,01/01/2010,FAA-EST,2009-09-04 00:00:00.0,3RD PARTY SURVEY,2008-06-17 00:00:00.0,,HGR,CARGO,Y-L
50216.32*A,AIRPORT,AK7,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,GOLD KING CREEK,PU,PU,STATE OF AK DOT & PF,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-2200,JEREMY WORRALL,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-5250,64-11-53.0000N,231113.0000N,147-55-43.0000W,532543.0000W,E,1720,E,25E,1965,,FAIRBANKS,39,SE,   30,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,02/01/2001,O,,,NO OBJECTION,,,,,S,C,5292010,4262000,,,,,,,,N,,122.9,N,,,,1,,,,,,,,,,50,,,12/31/2005,FAA-EST,2005-11-14 00:00:00.0,,,,,,Y
50215.04*A,AIRPORT,32AK,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,HARDROCK FIELD,PR,PR,WILLIAM LENTSCH,P.O. BOX 81063,FAIRBANKS- AK 99708,    907-455-6472,WILLIAM LENTSCH,P.O. BOX 81063,FAIRBANKS- AK 99708,    907-455-6472,64-54-33.4300N,233673.4300N,147-54-50.2600W,532490.2600W,E,664,E,25E,2000,,FAIRBANKS,7,W,   30,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,,07/01/2002,O,,,NO OBJECTION,,,,,2,N,,2012011,,,,,,,,N,,,N,,,,3,,,,,,,,,,,,,,OWNER,2002-01-24 00:00:00.0,OWNER,2008-06-27 00:00:00.0,,,,
50215.03*A,AIRPORT,AK22,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,LAKLOEY AIR PARK,PR,PR,LAKLOEY AIR PARK- INC,PO BOX 58388,FAIRBANKS- AK 99711,    907-456-1566,RICK SCHIKORA,PO BOX 58388,FAIRBANKS- AK 99711,    907-488-1724,64-49-18.0000N,233358.0000N,147-31-18.0000W,531078.0000W,E,475,E,27E,1995,,FAIRBANKS,6,E,   35,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,,02/01/2000,O,,,NO OBJECTION,,,,,2,N,2012000,2232011,,,,,,,,N,,125,N,,,,28,,,,,,,,,,,,,,,,,,,,,Y
50215.1*A,AIRPORT,MTF,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,METRO FLD,PR,PR,METRO CO,PO BOX 70787,FAIRBANKS- AK 99707,    907-452-5191,METRO CO,PO BOX 70787,FAIRBANKS- AK 99707,    907-452-5191,64-48-24.4440N,233304.4440N,147-45-44.7160W,531944.7160W,E,432,E,28E,1985,568,FAIRBANKS,2,S,   13,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,N,07/01/1967,O,,,NOT ANALYZED,N,N,N,N,2,F,5071987,7152011,,NONE,NONE,NONE,NONE,,,N,,118.3,N,,N,,12,,,12,,,,,,8500,7200,10000,,05/07/1987,,,,,,,CARGO,N
50215.21*A,AIRPORT,AK52,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,MOEN'S RANCH,PR,PR,DENNIS J. MOEN,P.O. BOX 10869,FAIRBANKS- AK 99710,    907-488-4236,DENNIS J. MOEN,P.O. BOX 10869,FAIRBANKS- AK 99710,    907-488-4236,64-53-20.0000N,233600.0000N,147-32-08.1400W,531128.1400W,E,582,E,25E,2000,,FAIRBANKS,10,NE,   20,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,,11/01/2002,O,,,NO OBJECTION,,,,,2,N,,12022010,,,,,,,,N,122.8,,N,,,,1,,,,,,,,,,,,,,NACO,2004-08-09 00:00:00.0,NACO,2004-08-09 00:00:00.0,,,,
50215.05*A,AIRPORT,25AA,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,SKYFLIGHT,PR,PR,DANIEL AND GINA GRAHAM,1669 SKYFLIGHT AVE.,FAIRBANKS- AK 99709,    907-474-3647,DANIEL GRAHAM,1669 SKYFLIGHT AVE.,FAIRBANKS- AK 99709,    907-474-3647,64-55-43.1700N,233743.1700N,147-52-50.0600W,532370.0600W,E,1100,E,,,,FAIRBANKS,8,E,    6,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,,05/01/2010,O,,,NO OBJECTION,,,,,2,N,,7212011,,,,,,,,N,,,,,,,1,,,,,,,,,,,,,09/25/2008,OWNER,2008-10-30 00:00:00.0,OWNER,2008-10-30 00:00:00.0,,,,
50218.*A,AIRPORT,83AK,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,TOLOVANA HOT SPRINGS,PR,PR,TOLOVANA HOT SPRINGS LTD,BOX 83058,FAIRBANKS- AK 99708,    907-455-6706,PRESIDENT-TOLOVANA HOT SPRINGS LTD,BOX 83058,FAIRBANKS- AK 99708,    907-455-6706,65-15-23.4000N,234923.4000N,148-49-48.9200W,535788.9200W,E,800,E,,,,FAIRBANKS,34,NW,,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,,07/01/2004,O,,,NO OBJECTION,,,,,,N,,6022004,,,,,,,,N,,,,,Y,,,,,,,,,,,,,,,,OWNER,2004-06-02 00:00:00.0,NGS,2004-06-02 00:00:00.0,,,,
50215.02*H,HELIPORT,1AK9,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS,TUNDRA COPTER,PR,PR,TUNDRA COPTERS INC,BOX 60670,FAIRBANKS- AK 99706,    907-474-0429,,,,    907-474-0394,64-48-55.4370N,233335.4370N,147-51-43.7240W,532303.7240W,E,434,E,28E,1985,,FAIRBANKS,3,SW,,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,N,04/01/1976,O,,,NO OBJECTION,,,,,2,N,7081976,1181994,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,,,,9,,,,,,600,600,,,07/08/1976,,,,,,HGR,,N
50216.3*A,AIRPORT,2AK1,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS /FT WAINWRIGHT/,BLAIR LAKE,MR,PR,U.S. ARMY,DPTSM,FT. RICHARDSON- AK 99505,    907-384-2230,OPNS OFFICER,WAAF,FT WAINWRIGHT- AK 99703,    907-353-6320,64-21-49.4610N,231709.4610N,147-21-49.5290W,530509.5290W,E,910,E,28E,1985,,FAIRBANKS,29,SE,,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,N,06/01/1971,O,,,NO OBJECTION,N,N,N,Y,,F,7071976,7281992,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,,,,,,,,,,,,100,200,07/07/1976,,,,,,,,Y
50216.31*A,AIRPORT,2AK2,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS /FT WAINWRIGHT/,CLEAR CREEK,MR,PR,U.S. ARMY,DPTSM,FT. RICHARDSON- AK 99505,    907-384-2230,OPNS OFFICER,WAAF,FT WAINWRIGHT- AK 99703,    907-353-6320,64-27-12.4510N,232032.4510N,147-33-48.5710W,531228.5710W,E,660,E,28E,1985,,FAIRBANKS,23,SE,,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,N,06/01/1971,O,,,NO OBJECTION,N,N,,,,F,7061976,,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,,,,,,,,,,,,50,50,07/06/1976,,,,,,,,N
50216.*A,AIRPORT,FBK,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,FAIRBANKS/FT WAINWRIGHT,LADD AAF,MR,PR,U.S. ARMY,U.S. ARMY FORCES COMMAND,ATLANTA- GA,,HQ 172 INFANTRY BRIGADE,FT RICHARDSON,ALASKA 99505,    907-353-6402,64-50-12.2078N,233412.2078N,147-36-58.4046W,531418.4046W,E,460,E,21E,2010,,FAIRBANKS,2,E,,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,PAFB,Y,05/01/1949,O,,,NO OBJECTION,N,N,N,Y,,F,4151979,8231994,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,Y,,125,Y,CG,,,13,,,,,90,,,,,3000,1000,60000,04/15/1979,FAA-EST,2010-07-08 00:00:00.0,MILITARY,2010-05-18 00:00:00.0,,HGR,CARGO,Y
50221.3*C,SEAPLANE BASE,2Z6,09/20/2012,AAL,NONE,AK,ALASKA,SITKA,AK,FALSE ISLAND,FALSE ISLAND,PU,PU,U.S. FOREST SERVICE,204 SIGINAKA WAY,SITKA- AK 99835,,HANS VON REKOWSKI,204 SIGINAKA WAY,SITKA- AK 99835,    907-747-4217,57-31-55.7560N,207115.7560N,135-12-48.4240W,486768.4240W,E,0,E,27E,1985,,JUNEAU,0,E,,ZAN,ZAN,ANCHORAGE,,,,N,SIT,SITKA,907-966-2221,1-800-478-6300,JNU,JUNEAU,1-800-WX-BRIEF,SIT,Y,05/01/1967,O,,,NO OBJECTION,N,N,N,N,S,C,8152010,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,600,,30,,12/31/2006,,,,,,,,Y
50221.5*A,AIRPORT,KFP,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,FALSE PASS,FALSE PASS,PU,PU,STATE OF AK DOTPF-CENTRAL RGN,P.O. BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,JEFF DOERNING,BOX 97,COLD BAY- AK 99571,    907-532-5000,54-50-50.8050N,197450.8050N,163-24-37.1600W,588277.1600W,E,20,E,16E,1985,,COLD BAY,0,S,   20,ZAN,ZAN,ANCHORAGE,,,,N,CDB,COLD BAY,907-532-2466,1-800-478-7250,ENA,KENAI,1-866-864-1737,KFP,Y,,O,,N,NO OBJECTION,N,N,N,Y,S,C,7312009,,,NONE,NONE,NONE,NONE,,,N,,122.9,Y,,N,,0,0,0,0,,,,,,500,,550,,12/31/2005,,,,,,TIE,,Y
